Id,Year,New Or Old,Name,Address,Production Origin,Color,Fuel,Car Gearbox,Used (kilomet),Price
4814549,2021,Xe cũ,"Audi Q8 55 TFSI S-Line Quattro",TP HCM,Xe nhập khẩu,màu trắng,"máy xăng 3.0 L",số tự động,10000,3 Tỷ 979 Triệu
4277918,2023,Xe mới,"Toyota Camry 2.5Q",TP HCM,Xe nhập khẩu,màu trắng,"máy xăng 2.5 L",số tự động,0,1 Tỷ 370 Triệu
4579855,2022,Xe mới,"Toyota Prado VX 2.7L",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 2.7 L",số tự động,0,2 Tỷ 588 Triệu
4532582,2013,Xe cũ,"Ford Everest 2.5L 4x2 AT",TP HCM,Xe lắp ráp trong nước,màu vàng,"máy dầu 2.5 L",số tự động,90000,458 Triệu
4812385,2015,Xe cũ,"Mazda 3 2.0 AT",TP HCM,Xe lắp ráp trong nước,màu đen,"máy xăng 2.0 L",số tự động,70000,465 Triệu
4736868,2016,Xe cũ,"Chevrolet Colorado High Country 2.8L 4x4 AT",TP HCM,Xe nhập khẩu,màu xám,"máy dầu 2.8 L",số tự động,60000,495 Triệu
4840050,2007,Xe cũ,"Honda Accord 2.4",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng",số tự động,88000,335 Triệu
4833913,2017,Xe cũ,"Mercedes Benz GLC 250 4Matic",Hà Nội,Xe lắp ráp trong nước,màu xanh,"máy xăng 2.0 L",số tự động,50000,1 Tỷ 250 Triệu
4827790,2019,Xe cũ,"Hyundai Elantra 1.6 MT",TP HCM,Xe lắp ráp trong nước,màu đỏ,"máy xăng 1.6 L",số tay,65000,465 Triệu
4840048,2016,Xe cũ,"Mercedes Benz GLS 350d",Lào Cai,Xe nhập khẩu,màu đen,"máy dầu",số tự động,180000,2 Tỷ 200 Triệu
4260633,2022,Xe mới,"Kia Sonet Deluxe 1.5 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,0,564 Triệu
4740948,2022,Xe cũ,"Mercedes Benz C class C200 Avantgarde Plus",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,1668,1 Tỷ 799 Triệu
4568323,2021,Xe cũ,"Mercedes Benz GLC 300 4Matic",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 2.0 L",số tự động,30,2 Tỷ 329 Triệu
4820124,2018,Xe cũ,"Toyota Innova 2.0E",TP HCM,Xe lắp ráp trong nước,màu đồng,"máy xăng 2.0 L",số tay,35000,587 Triệu
4676484,2022,Xe cũ,"Hyundai Tucson 2.0 AT Tiêu chuẩn",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 2.0 L",số tự động,15000,920 Triệu
4738624,2022,Xe cũ,"Mercedes Benz E class E300 AMG",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,3000,2 Tỷ 899 Triệu
4735470,2022,Xe cũ,"Mercedes Benz E class E300 AMG",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 2.0 L",số tự động,8000,2 Tỷ 789 Triệu
4750807,2022,Xe cũ,"Mercedes Benz C class C200 Avantgarde Plus",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 1.5 L",số tự động,50,1 Tỷ 900 Triệu
4753217,2022,Xe cũ,"Mercedes Benz GLC 300 4Matic",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 2.0 L",số tự động,500,2 Tỷ 519 Triệu
4432059,2022,Xe mới,"Mitsubishi Xpander Premium 1.5 AT",TP HCM,Xe nhập khẩu,màu trắng,"máy xăng 1.5 L",số tự động,0,648 Triệu
4839095,2022,Xe mới,"Ford Everest Titanium 2.0L 4x2 AT",TP HCM,Xe nhập khẩu,màu xanh,"máy dầu 2.0 L",số tự động,0,1 Tỷ 245 Triệu
4479516,2022,Xe mới,"Ford Everest Titanium",TP HCM,Xe nhập khẩu,màu đỏ,"máy dầu",số tự động,0,1 Tỷ 286 Triệu
4506769,2022,Xe mới,"Hyundai Creta Tiêu chuẩn 1.5 AT",Quảng Ninh,Xe nhập khẩu,màu đỏ,"máy xăng 1.5 L",số tự động,0,625 Triệu
4525381,2019,Xe cũ,"Ford Everest Titanium 2.0L 4x2 AT",TP HCM,Xe nhập khẩu,màu xám,"máy dầu 2.0 L",số tự động,63000,976 Triệu
4628116,2022,Xe mới,"Kia Sportage Signature 2.0D",TP HCM,Xe lắp ráp trong nước,màu trắng,"máy dầu 2.0 L",số tự động,0,1 Tỷ 104 Triệu
4840057,2019,Xe cũ,"Mazda 3 1.5AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng",số tự động,42000,575 Triệu
3409027,2022,Xe mới,"Mitsubishi Xpander Cross 1.5 AT",Hà Nội,Xe nhập khẩu,màu cam,"máy xăng 1.5 L",số tự động,0,688 Triệu
4600251,2022,Xe mới,"Hyundai Accent 1.4 AT Đặc Biệt",TP HCM,Xe lắp ráp trong nước,màu đỏ,"máy xăng 1.4 L",số tự động,0,490 Triệu
4840041,2020,Xe cũ,"VinFast Lux A 2.0 Plus",TP HCM,Xe lắp ráp trong nước,màu xanh,"máy xăng",số tự động,32000,669 Triệu
4832437,2009,Xe cũ,"BMW 7 Series 750Li",TP HCM,Xe nhập khẩu,màu đen,"máy xăng 4.4 L",số tự động,1,599 Triệu
4839252,2016,Xe cũ,"Mazda 3 1.5 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,27889,485 Triệu
4739371,2015,Xe cũ,"Mazda CX5 2.0 AT",TP HCM,Xe lắp ráp trong nước,màu xanh,"máy xăng 2.0 L",số tự động,92000,572 Triệu
4481742,2022,Xe mới,"Kia K3 Luxury 1.6 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.6 L",số tự động,0,669 Triệu
4640789,2014,Xe cũ,"Mercedes Benz E class E250",Hà Nội,Xe lắp ráp trong nước,màu nâu,"máy xăng 2.0 L",số tự động,61000,725 Triệu
4833509,2010,Xe cũ,"Chevrolet Captiva LTZ Maxx 2.4 AT",TP HCM,Xe lắp ráp trong nước,màu vàng,"máy xăng 2.4 L",số tự động,108000,305 Triệu
4647496,2009,Xe cũ,"Ford Transit Van 2.4L",Lâm Đồng,Xe lắp ráp trong nước,màu trắng,"máy dầu 2.4 L",số tay,200,180 Triệu
4827497,2019,Xe cũ,"Hyundai Kona 2.0 ATH",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,17000,625 Triệu
4830172,2013,Xe cũ,"Ford Everest 2.5L 4x2 MT",Hà Nội,Xe lắp ráp trong nước,màu ghi,"máy dầu 2.5 L",số tay,89000,425 Triệu
4779902,2023,Xe mới,"Ford Everest Titanium 2.0L 4x2 AT",Hà Nội,Xe nhập khẩu,màu trắng,"máy dầu 2.0 L",số tự động,0,1 Tỷ 271 Triệu
4816305,2023,Xe mới,"Mitsubishi Xpander Premium 1.5 AT",Bình Định,Xe nhập khẩu,màu trắng,"máy xăng 1.5 L",số tự động,0,648 Triệu
4680933,2015,Xe cũ,"Toyota Innova 2.0E",TP HCM,Xe lắp ráp trong nước,màu bạc,"máy xăng 2.0 L",số tay,145000,455 Triệu
4699764,2022,Xe mới,"VinFast VF8 Eco",Thái Bình,Xe lắp ráp trong nước,màu đỏ,"xe điện",số tự động,0,907 Triệu
4761775,2022,Xe mới,"Ford Ranger XLT 2.0L 4x4 AT",TP HCM,Xe lắp ráp trong nước,màu xanh,"máy dầu 2.2 L",số tự động,0,760 Triệu
4294437,2022,Xe mới,"Toyota Corolla altis 1.8V",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 1.8 L",số tự động,0,730 Triệu
4816284,2023,Xe mới,"Kia Sorento Signature 2.2 AT AWD",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy dầu 2.2 L",số tự động,0,1 Tỷ 269 Triệu
4799458,2019,Xe cũ,"Volvo XC60 T6 AWD Inscription",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 2.0 L",số tự động,32000,1 Tỷ 968 Triệu
4770709,2023,Xe mới,"Volvo XC40 Ultimate",TP HCM,Xe nhập khẩu,màu đen,"máy xăng",số tự động,0,1 Tỷ 790 Triệu
4772936,2023,Xe mới,"Honda CRV L",Bà Rịa Vũng Tàu,Xe lắp ráp trong nước,màu xanh,"máy xăng 1.5 L",số tự động,0,1 Tỷ 118 Triệu
4829257,2021,Xe cũ,"Hyundai Accent 1.4 MT",TP HCM,Xe lắp ráp trong nước,màu bạc,"máy xăng 1.4 L",số tay,7100,439 Triệu
4651476,2023,Xe mới,"Toyota Veloz Cross Top 1.5 CVT",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 1.5 L",số tự động,0,698 Triệu
4569191,2020,Xe cũ,"Mercedes Benz GLS 450 4Matic",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 3.0 L",số tự động,20000,5 Tỷ
4558264,2021,Xe cũ,"Mercedes Benz C class C180 AMG",Khánh Hòa,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,9079,1 Tỷ 379 Triệu
4784924,2016,Xe cũ,"Lexus RX 350",TP HCM,Xe nhập khẩu,màu đen,"máy xăng 3.5 L",số tự động,45000,2 Tỷ 380 Triệu
4820455,2022,Xe cũ,"Kia Carnival Signature 3.5G",TP HCM,Xe lắp ráp trong nước,màu trắng,"máy xăng 3.5 L",số tự động,9999,1 Tỷ 272 Triệu
4840035,2018,Xe cũ,"Porsche Cayenne",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng",số tự động,37500,4 Tỷ 400 Triệu
4810465,2021,Xe cũ,"Ford Everest Titanium 2.0L 4x2 AT",Hà Nội,Xe nhập khẩu,màu đỏ,"máy dầu 2.0 L",số tự động,22500,1 Tỷ 30 Triệu
4736410,2019,Xe cũ,"Mercedes Benz S class S450L Luxury",TP HCM,Xe lắp ráp trong nước,màu đỏ,"máy xăng 3.0 L",số tự động,33000,3 Tỷ 190 Triệu
4823841,2021,Xe cũ,"Toyota Corolla Cross 1.8HV",Long An,Xe nhập khẩu,màu trắng,"xe hybrid 1.8 L",số tự động,32000,925 Triệu
4664367,2015,Xe cũ,"Mercedes Benz E class E200 Edition",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 2.0 L",số tự động,52000,830 Triệu
4814414,2017,Xe cũ,"Mitsubishi Triton 4x4 AT Mivec",Hà Nội,Xe nhập khẩu,màu đỏ,"máy dầu 2.4 L",số tự động,86000,548 Triệu
4828200,2020,Xe cũ,"Hyundai Elantra 1.6 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.6 L",số tự động,30000,565 Triệu
4837867,2016,Xe cũ,"Mercedes Benz GLS 400 4Matic",TP HCM,Xe nhập khẩu,màu đen,"máy xăng 3.0 L",số tự động,68000,2 Tỷ 360 Triệu
4828857,2021,Xe cũ,"Suzuki Ertiga Sport 1.5 AT",TP HCM,Xe nhập khẩu,màu trắng,"máy xăng 1.5 L",số tự động,28000,515 Triệu
4631021,2015,Xe cũ,"Ford Ranger Wildtrak 3.2L 4x4 AT",Hà Nội,Xe nhập khẩu,màu đỏ,"máy dầu 3.2 L",số tự động,69000,529 Triệu
4840032,2019,Xe cũ,"Hyundai Kona 2.0ATH",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng",số tự động,38000,630 Triệu
4616566,2015,Xe cũ,"Toyota 4 Runner Limited",Hà Nam,Xe nhập khẩu,màu đen,"máy xăng 4.0 L",số tự động,65000,1 Tỷ 750 Triệu
4783938,2020,Xe cũ,"Toyota Prado VX 2.7L",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 2.7 L",số tự động,36000,2 Tỷ 580 Triệu
4680054,2017,Xe cũ,"Mercedes Benz S class S450L",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 3.0 L",số tự động,20000,2 Tỷ 890 Triệu
4642106,2022,Xe cũ,"Mercedes Benz GLC 300 4Matic",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 2.0 L",số tự động,17,2 Tỷ 499 Triệu
3640998,2023,Xe mới,"Toyota Corolla Cross 1.8V",Bắc Giang,Xe nhập khẩu,màu xanh,"máy xăng 1.8 L",số tự động,0,846 Triệu
3767487,2022,Xe mới,"BMW 5 Series 520i Luxury Line",Hà Nội,Xe nhập khẩu,màu xanh,"máy xăng 2.0 L",số tự động,0,2 Tỷ 499 Triệu
3640080,2022,Xe mới,"Toyota Fortuner 2.4G 4x2 MT",Hà Nội,Xe lắp ráp trong nước,màu xám,"máy dầu 2.4 L",số tay,0,1 Tỷ 15 Triệu
4733340,2020,Xe cũ,"Hyundai SantaFe Premium 2.2L HTRAC",Nam Định,Xe lắp ráp trong nước,màu trắng,"máy dầu 2.2 L",số tự động,40000,1 Tỷ 50 Triệu
4811834,2017,Xe cũ,"Hyundai i10 Grand 1.2 MT",Hà Nội,Xe lắp ráp trong nước,màu bạc,"máy xăng 1.25 L",số tay,86000,308 Triệu
4686401,2019,Xe cũ,"Mercedes Benz Maybach S450 4Matic",Vĩnh Phúc,Xe nhập khẩu,màu trắng,"máy xăng 3.0 L",số tự động,450,6 Tỷ 150 Triệu
4816396,2020,Xe cũ,"Hyundai Tucson 2.0 ATH",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,40000,820 Triệu
4628273,2016,Xe cũ,"Mazda CX5 2.0 AT",Hà Nội,Xe lắp ráp trong nước,màu xanh,"máy xăng 2.0 L",số tự động,68000,650 Triệu
4840019,2007,Xe cũ,"BMW X5 3.0 si",TP HCM,Xe nhập khẩu,màu xanh,"máy xăng",số tự động,87000,386 Triệu
4675458,2014,Xe cũ,"Hyundai Tucson 2.0 AT",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 2.0 L",số tự động,82000,565 Triệu
4834044,2015,Xe cũ,"Audi Q7 3.0 AT",TP HCM,Xe nhập khẩu,màu đen,"máy xăng 3.0 L",số tự động,60000,1 Tỷ 258 Triệu
4773335,2019,Xe cũ,"Hyundai Kona 2.0 ATH",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy xăng 2.0 L",số tự động,30000,595 Triệu
4748170,2014,Xe cũ,"Chevrolet Spark Lite Van 0.8 MT",Phú Thọ,Xe lắp ráp trong nước,màu đỏ,"máy xăng 0.8 L",số tay,15847,112 Triệu
4786266,2019,Xe cũ,"Toyota Fortuner 2.7V 4x2 AT",TP HCM,Xe nhập khẩu,màu đen,"máy xăng 2.7 L",số tự động,20000,950 Triệu
4827329,2019,Xe cũ,"Mitsubishi Xpander 1.5 AT",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 1.5 L",số tự động,38000,540 Triệu
4669510,2023,Xe mới,"Ford Territory Trend 1.5 AT",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy xăng 1.5 L",số tự động,0,760 Triệu
4840013,2020,Xe cũ,"Hyundai Elantra 2.0AT",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy xăng",số tự động,25000,635 Triệu
4729774,2019,Xe cũ,"Hyundai Accent 1.4 AT",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy xăng 1.4 L",số tự động,54140,475 Triệu
4577607,2022,Xe mới,"Toyota Land Cruiser 3.5 V6",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 3.4 L",số tự động,0,4 Tỷ 956 Triệu
4803855,2013,Xe cũ,"LandRover Range Rover Evoque Dynamic",Hà Nội,Xe nhập khẩu,màu xanh,"máy xăng 2.0 L",số tự động,680000,830 Triệu
4742582,2016,Xe cũ,"Mercedes Benz S class S400L",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 3.0 L",số tự động,60000,2 Tỷ 368 Triệu
2255425,2022,Xe mới,"Mercedes Benz C class C300 AMG",TP HCM,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,0,2 Tỷ 199 Triệu
3691915,2022,Xe mới,"Mazda CX8 Luxury",Thanh Hóa,Xe lắp ráp trong nước,màu xanh,"máy xăng 2.5 L",số tự động,0,1 Tỷ 69 Triệu
4315385,2022,Xe mới,"Honda Civic E 1.5 AT",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 1.5 L",số tự động,0,730 Triệu
4656861,2016,Xe cũ,"Ford Ranger Wildtrak 3.2L 4x4 AT",Hà Nội,Xe nhập khẩu,màu cam,"máy dầu 3.2 L",số tự động,88000,645 Triệu
4828030,2018,Xe cũ,"Volkswagen Tiguan Allspace",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 2.0 L",số tự động,42000,1 Tỷ 175 Triệu
4764206,2021,Xe cũ,"Hyundai Tucson 1.6 AT Turbo Đặc biệt",Long An,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.6 L",số tự động,31000,870 Triệu
4777974,2017,Xe cũ,"Toyota Fortuner 2.7V 4x2 AT",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 2.7 L",số tự động,86000,765 Triệu
4834776,2018,Xe cũ,"Peugeot 3008 1.6 AT",Hà Nội,Xe lắp ráp trong nước,màu cam,"máy xăng 1.6 L",số tự động,60000,789 Triệu
4834797,2016,Xe cũ,"Mazda CX5 2.5 AT AWD",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.5 L",số tự động,90000,620 Triệu
4840001,2017,Xe cũ,"Kia Morning Si AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.25 L",số tự động,44000,330 Triệu
4840003,2022,Xe cũ,"VinFast Lux A 2.0 Tiêu chuẩn",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,11000,690 Triệu
4830089,2017,Xe cũ,"Nissan X trail 2.0 2WD",TP HCM,Xe lắp ráp trong nước,màu bạc,"máy xăng 2.0 L",số tự động,55000,599 Triệu
4839993,2021,Xe cũ,"Hyundai SantaFe Premium 2.5AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng",số tự động,19000,1 Tỷ 188 Triệu
4809812,2016,Xe cũ,"Mercedes Benz GLE Class GLE 400 4Matic Exclusive",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 3.0 L",số tự động,8,2 Tỷ 95 Triệu
4694800,2020,Xe cũ,"Kia Cerato 1.6 AT Luxury",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 1.6 L",số tự động,30000,605 Triệu
4828470,2012,Xe cũ,"Toyota Land Cruiser VX 4.6 V8",Hà Nam,Xe nhập khẩu,màu đen,"máy xăng 4.6 L",số tự động,150000,1 Tỷ 790 Triệu
4719564,2018,Xe cũ,"Mercedes Benz GLC 200",TP HCM,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,36000,1 Tỷ 279 Triệu
4590695,2020,Xe cũ,"Mercedes Benz GLC 300 4Matic",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy xăng 2.0 L",số tự động,19200,2 Tỷ 50 Triệu
4820658,2013,Xe cũ,"Audi Q5 2.0 AT",TP HCM,Xe nhập khẩu,màu đen,"máy xăng 2.0 L",số tự động,60000,699 Triệu
4775310,2023,Xe mới,"Ford Ranger XLS 2.0L 4x2 AT",Hà Nội,Xe lắp ráp trong nước,màu xanh,"máy dầu 2.2 L",số tự động,0,653 Triệu
4839746,2022,Xe cũ,"Kia Soluto 1.4 MT Deluxe",TP HCM,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.4 L",số tay,6000,389 Triệu
4815726,2019,Xe cũ,"Toyota Fortuner 2.4G 4x2 AT",TP HCM,Xe lắp ráp trong nước,màu trắng,"máy dầu 2.4 L",số tự động,60000,920 Triệu
4721194,2009,Xe cũ,"Hyundai SantaFe MLX 2.0L",TP HCM,Xe nhập khẩu,màu bạc,"máy dầu 2.0 L",số tự động,110000,475 Triệu
4810379,2023,Xe mới,"Mercedes Benz G class G63 AMG",Hà Nội,Xe nhập khẩu,màu xám,"máy xăng 4.0 L",số tự động,0,10 Tỷ 950 Triệu
4839992,2021,Xe cũ,"Mercedes Benz E class E300 AMG",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng",số tự động,21000,2 Tỷ 430 Triệu
4743508,2016,Xe cũ,"Mazda CX5 2.0 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,65000,619 Triệu
4782446,2012,Xe cũ,"Toyota Prado VX 4.0 V6",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 4.0 L",số tự động,120000,1 Tỷ 480 Triệu
4839966,2018,Xe cũ,"Hyundai i10 MT đủ",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng",số tay,7,299 Triệu
4830853,2020,Xe cũ,"Mazda CX8 Premium",Hà Nội,Xe lắp ráp trong nước,màu xám,"máy xăng 2.5 L",số tự động,28000,995 Triệu
4686815,2020,Xe cũ,"Ford Everest Titanium 2.0L 4x2 AT",Hà Nội,Xe nhập khẩu,màu đỏ,"máy dầu 2.0 L",số tự động,24368,1 Tỷ 40 Triệu
4836459,2008,Xe cũ,"Bentley Flying Spur Speed",TP HCM,Xe nhập khẩu,màu đen,"máy xăng 6.0 L",số tự động,76000,2 Tỷ 150 Triệu
4839989,2020,Xe cũ,"Kia Cerato 2.0AT Premium",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng",số tự động,18000,625 Triệu
4759173,2017,Xe cũ,"Toyota Fortuner 2.7V 4x2 AT",Gia Lai,Xe nhập khẩu,màu xám,"máy xăng 2.7 L",số tự động,110000,745 Triệu
4839962,2020,Xe cũ,"Mazda 3 Luxury",Hà Nội,Xe lắp ráp trong nước,màu xanh,"máy xăng 1.5 L",số tự động,25000,590 Triệu
4839979,2017,Xe cũ,"Chevrolet Colorado LTZ 2.8L 4x4 AT",Phú Yên,Xe nhập khẩu,màu trắng,"máy dầu 2.8 L",số tự động,49000,550 Triệu
4718062,2022,Xe mới,"Mitsubishi Attrage Premium 1.2 CVT",Hà Nội,Xe nhập khẩu,màu đỏ,"máy xăng 1.2 L",số tự động,0,456 Triệu
4718049,2022,Xe mới,"Mitsubishi Attrage Premium 1.2 CVT",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 1.2 L",số tự động,0,456 Triệu
4512992,2022,Xe mới,"Mitsubishi Triton Athlete 4x2 AT",Hà Nội,Xe nhập khẩu,màu trắng,"máy dầu 2.4 L",số tự động,0,738 Triệu
4512956,2022,Xe mới,"Mitsubishi Pajero Sport 2.4D 4x2 AT",Hà Nội,Xe nhập khẩu,màu nâu,"máy dầu 2.4 L",số tự động,0,1 Tỷ 35 Triệu
4513031,2022,Xe mới,"Mitsubishi Xpander Premium 1.5 AT",Hà Nội,Xe nhập khẩu,màu bạc,"máy xăng 1.5 L",số tự động,0,615 Triệu
4512873,2022,Xe mới,"Mitsubishi Xpander 1.5 AT",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 1.5 L",số tự động,0,563 Triệu
4839983,2020,Xe cũ,"Kia Soluto 1.4 AT Deluxe",Bình Định,Xe lắp ráp trong nước,màu đen,"máy xăng 1.4 L",số tự động,39000,390 Triệu
4604143,2021,Xe cũ,"Lexus RX 350",Hà Nội,Xe nhập khẩu,màu đen,"máy xăng 3.5 L",số tự động,10000,4 Tỷ 399 Triệu
4811045,2021,Xe cũ,"Porsche Macan 2.0",TP HCM,Xe nhập khẩu,màu xanh,"máy xăng 2.0 L",số tự động,12500,3 Tỷ 299 Triệu
4512904,2022,Xe mới,"Mitsubishi Attrage 1.2 CVT",Hà Nội,Xe nhập khẩu,màu xám,"máy xăng 1.2 L",số tự động,0,431 Triệu
4512940,2022,Xe mới,"Mitsubishi Outlander Premium 2.0 CVT",Hà Nội,Xe lắp ráp trong nước,màu xám,"máy xăng 2.0 L",số tự động,0,875 Triệu
4512936,2022,Xe mới,"Mitsubishi Outlander Premium 2.0 CVT",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 2.0 L",số tự động,0,875 Triệu
4839954,2010,Xe cũ,"Toyota Hiace 2.5",Đồng Nai,Xe nhập khẩu,màu xanh,"máy dầu",số tay,300000,355 Triệu
4512922,2022,Xe mới,"Mitsubishi Attrage 1.2 MT",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 1.2 L",số tay,0,354 Triệu
4839980,2020,Xe cũ,"Kia Cerato 2.0 AT Premium",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy xăng 2.0 L",số tự động,19000,620 Triệu
4612943,2018,Xe cũ,"Lexus RX 300",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 2.0 L",số tự động,50000,2 Tỷ 660 Triệu
4517650,2022,Xe mới,"Toyota Raize G 1.0 CVT",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 1.0 L",số tự động,0,540 Triệu
4575783,2023,Xe mới,"Toyota Veloz Cross Top 1.5 CVT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,0,643 Triệu
4839968,2019,Xe cũ,"Mazda 2 Sport Luxury",Hà Nội,Xe nhập khẩu,màu đỏ,"máy xăng 1.5 L",số tự động,30000,450 Triệu
4830427,2018,Xe cũ,"Toyota Vios 1.5E MT",Lâm Đồng,Xe lắp ráp trong nước,màu cát,"máy xăng 1.5 L",số tay,50000,385 Triệu
4839973,2018,Xe cũ,"Mazda 6 2.0L Premium",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,40000,650 Triệu
4577383,2016,Xe cũ,"Ford Ranger Wildtrak 3.2L 4x4 AT",Hà Nội,Xe nhập khẩu,màu đen,"máy dầu 3.2 L",số tự động,82000,639 Triệu
4365134,2022,Xe mới,"Kia Sonet Premium 1.5 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.5 L",số tự động,0,594 Triệu
4821624,2021,Xe cũ,"Peugeot 3008 AL",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy xăng 1.6 L",số tự động,24000,1 Tỷ 80 Triệu
4815237,2023,Xe mới,"Ford Territory Titanium 1.5 AT",Hà Nội,Xe lắp ráp trong nước,màu đỏ,"máy xăng 1.5 L",số tự động,0,899 Triệu
4839971,2018,Xe cũ,"Kia Cerato 2.0 AT Premium",Hà Nội,Xe lắp ráp trong nước,màu đen,"máy xăng 2.0 L",số tự động,35000,575 Triệu
4701097,2014,Xe cũ,"Mercedes Benz S class S400L",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 3.0 L",số tự động,96000,1 Tỷ 950 Triệu
4804695,2021,Xe cũ,"Mazda CX5 Luxury 2.0 AT",Tuyên Quang,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,45000,820 Triệu
4823784,2011,Xe cũ,"Hyundai Accent 1.4 MT",Bình Dương,Xe nhập khẩu,màu nâu,"máy xăng 1.4 L",số tay,110000,280 Triệu
4839949,2020,Xe cũ,"Ford Everest Titanium 4x2AT",Hà Nội,Xe lắp ráp trong nước,màu cát,"máy dầu",số tự động,34000,1 Tỷ 28 Triệu
4772675,2015,Xe cũ,"Toyota Yaris 1.5G",Hà Nội,Xe nhập khẩu,màu trắng,"máy xăng 1.5 L",số tự động,52000,440 Triệu
4621080,2017,Xe cũ,"Toyota Innova 2.0G",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 2.0 L",số tự động,62000,595 Triệu
4825050,2021,Xe cũ,"Kia Seltos Luxury 1.4 AT",Hà Nội,Xe lắp ráp trong nước,màu trắng,"máy xăng 1.4 L",số tự động,16000,695 Triệu
